code,category_no,category,subcategory_no,subcategory,service,note,requires_health_check,health_check_reason,duration_default,duration_min,duration_max,price
11.1.12,11,Брови,11.1,Архитектура и коррекция бровей,Комплекс “форма + окрашивание”,,false,,,,,
11.1.13,11,Брови,11.1,Архитектура и коррекция бровей,Комплекс “форма + окрашивание + уход”,,false,,,,,
11.2.1,11,Брови,11.2,Окрашивание и уход,Окрашивание бровей краской,,false,,,,,
11.2.2,11,Брови,11.2,Окрашивание и уход,Окрашивание бровей хной,,false,,,,,
11.2.3,11,Брови,11.2,Окрашивание и уход,Тонирование бровей,,false,,,,,
11.2.4,11,Брови,11.2,Окрашивание и уход,Осветление бровей,,false,,,,,
11.2.5,11,Брови,11.2,Окрашивание и уход,Обесцвечивание бровей,,false,,,,,
11.2.6,11,Брови,11.2,Окрашивание и уход,Счастье для бровей,,false,,,,,
11.2.7,11,Брови,11.2,Окрашивание и уход,Уход для бровей,,false,,,,,
11.2.8,11,Брови,11.2,Окрашивание и уход,Ботокс для бровей,,false,,,,,
11.2.9,11,Брови,11.2,Окрашивание и уход,Протеиновый уход для бровей,,false,,,,,
11.2.10,11,Брови,11.2,Окрашивание и уход,Восстановление бровей после перещипывания,,false,,,,,
11.2.11,11,Брови,11.2,Окрашивание и уход,Спа-уход для бровей,,false,,,,,
11.3.1,11,Брови,11.3,Ламинирование и долговременная укладка,Ламинирование бровей,,false,,,,,
11.3.2,11,Брови,11.3,Ламинирование и долговременная укладка,Долговременная укладка бровей,,false,,,,,
11.3.3,11,Брови,11.3,Ламинирование и долговременная укладка,Биофиксация бровей,,false,,,,,
11.3.4,11,Брови,11.3,Ламинирование и долговременная укладка,Ламинирование + окрашивание,,false,,,,,
11.3.5,11,Брови,11.3,Ламинирование и долговременная укладка,Ламинирование + коррекция,,false,,,,,
11.3.6,11,Брови,11.3,Ламинирование и долговременная укладка,Ламинирование + коррекция + окрашивание,,false,,,,,
11.3.7,11,Брови,11.3,Ламинирование и долговременная укладка,Мужское ламинирование бровей,,false,,,,,
12.1.1,12,Ресницы,12.1,Наращивание ресниц,Классическое наращивание ресниц,,false,,,,,
12.1.2,12,Ресницы,12.1,Наращивание ресниц,Наращивание 1D,,false,,,,,
12.1.3,12,Ресницы,12.1,Наращивание ресниц,Наращивание 1.5D,,false,,,,,
12.1.4,12,Ресницы,12.1,Наращивание ресниц,Наращивание 2D,,false,,,,,
12.1.5,12,Ресницы,12.1,Наращивание ресниц,Наращивание 3D,,false,,,,,
12.1.6,12,Ресницы,12.1,Наращивание ресниц,Наращивание 4D,,false,,,,,
12.1.7,12,Ресницы,12.1,Наращивание ресниц,Наращивание 5D,,false,,,,,
12.1.8,12,Ресницы,12.1,Наращивание ресниц,Голливудский объем,,false,,,,,
12.1.9,12,Ресницы,12.1,Наращивание ресниц,Неполное наращивание,,false,,,,,
12.1.10,12,Ресницы,12.1,Наращивание ресниц,Уголки ресниц,,false,,,,,
12.1.11,12,Ресницы,12.1,Наращивание ресниц,Мокрый эффект,,false,,,,,
12.1.12,12,Ресницы,12.1,Наращивание ресниц,Лучики,,false,,,,,
12.1.13,12,Ресницы,12.1,Наращивание ресниц,Ким-эффект,,false,,,,,
12.1.14,12,Ресницы,12.1,Наращивание ресниц,Лисий эффект,,false,,,,,
12.1.15,12,Ресницы,12.1,Наращивание ресниц,Беличий эффект,,false,,,,,
12.1.16,12,Ресницы,12.1,Наращивание ресниц,Кукольный эффект,,false,,,,,
12.1.17,12,Ресницы,12.1,Наращивание ресниц,Натуральный эффект,,false,,,,,
12.1.18,12,Ресницы,12.1,Наращивание ресниц,Цветные ресницы,,false,,,,,
12.1.19,12,Ресницы,12.1,Наращивание ресниц,Коричневые ресницы,,false,,,,,
12.1.20,12,Ресницы,12.1,Наращивание ресниц,Декор ресниц,,false,,,,,
12.1.21,12,Ресницы,12.1,Наращивание ресниц,Стразы на ресницы,,false,,,,,
