code,category_no,category,subcategory_no,subcategory,service,note,requires_health_check,health_check_reason,duration_default,duration_min,duration_max,price
7.2.5,7,"Лазерная эпиляция, депиляция и удаление волос",7.2,Восковая депиляция,Восковая депиляция рук до локтя,,false,,,,,
7.2.6,7,"Лазерная эпиляция, депиляция и удаление волос",7.2,Восковая депиляция,Восковая депиляция рук полностью,,false,,,,,
7.2.7,7,"Лазерная эпиляция, депиляция и удаление волос",7.2,Восковая депиляция,Восковая депиляция живота,,false,,,,,
7.2.8,7,"Лазерная эпиляция, депиляция и удаление волос",7.2,Восковая депиляция,Восковая депиляция спины,,false,,,,,
7.2.9,7,"Лазерная эпиляция, депиляция и удаление волос",7.2,Восковая депиляция,Восковая депиляция классического бикини,,false,,,,,
7.2.10,7,"Лазерная эпиляция, депиляция и удаление волос",7.2,Восковая депиляция,Восковая депиляция глубокого бикини,,false,,,,,
7.2.11,7,"Лазерная эпиляция, депиляция и удаление волос",7.2,Восковая депиляция,Восковая депиляция ягодиц,,false,,,,,
7.2.12,7,"Лазерная эпиляция, депиляция и удаление волос",7.2,Восковая депиляция,Восковая депиляция бедер,,false,,,,,
7.2.13,7,"Лазерная эпиляция, депиляция и удаление волос",7.2,Восковая депиляция,Восковая депиляция голеней,,false,,,,,
7.2.14,7,"Лазерная эпиляция, депиляция и удаление волос",7.2,Восковая депиляция,Восковая депиляция ног полностью,,false,,,,,
7.3.1,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг верхней губы,,false,,,,,
7.3.2,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг подбородка,,false,,,,,
7.3.3,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг лица,,false,,,,,
7.3.4,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг подмышек,,false,,,,,
7.3.5,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг рук до локтя,,false,,,,,
7.3.6,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг рук полностью,,false,,,,,
7.3.7,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг живота,,false,,,,,
7.3.8,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг спины,,false,,,,,
7.3.9,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг классического бикини,,false,,,,,
7.3.10,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг глубокого бикини,,false,,,,,
7.3.11,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг ягодиц,,false,,,,,
7.3.12,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг бедер,,false,,,,,
7.3.13,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг голеней,,false,,,,,
7.3.14,7,"Лазерная эпиляция, депиляция и удаление волос",7.3,Шугаринг,Шугаринг ног полностью,,false,,,,,
7.4.1,7,"Лазерная эпиляция, депиляция и удаление волос",7.4,Другие методы удаления волос,Электроэпиляция,,false,,,,,
7.4.2,7,"Лазерная эпиляция, депиляция и удаление волос",7.4,Другие методы удаления волос,Электроэпиляция лица,,false,,,,,
7.4.3,7,"Лазерная эпиляция, депиляция и удаление волос",7.4,Другие методы удаления волос,Электроэпиляция подмышек,,false,,,,,
7.4.4,7,"Лазерная эпиляция, депиляция и удаление волос",7.4,Другие методы удаления волос,Электроэпиляция бикини,,false,,,,,
7.4.5,7,"Лазерная эпиляция, депиляция и удаление волос",7.4,Другие методы удаления волос,Тридинг лица,,false,,,,,
7.4.6,7,"Лазерная эпиляция, депиляция и удаление волос",7.4,Другие методы удаления волос,Удаление волос нитью,,false,,,,,
7.4.7,7,"Лазерная эпиляция, депиляция и удаление волос",7.4,Другие методы удаления волос,Удаление волос пинцетом,,false,,,,,
7.4.8,7,"Лазерная эпиляция, депиляция и удаление волос",7.4,Другие методы удаления волос,Энзимная эпиляция,,false,,,,,
7.4.9,7,"Лазерная эпиляция, депиляция и удаление волос",7.4,Другие методы удаления волос,Фотоэпиляция,,false,,,,,
7.4.10,7,"Лазерная эпиляция, депиляция и удаление волос",7.4,Другие методы удаления волос,Мужская депиляция,,false,,,,,
7.4.11,7,"Лазерная эпиляция, депиляция и удаление волос",7.4,Другие методы удаления волос,Комплексная депиляция,,false,,,,,
8.1.1,8,Маникюр и ногтевой сервис,8.1,Маникюр,Классический маникюр,,false,,,,,
8.1.2,8,Маникюр и ногтевой сервис,8.1,Маникюр,Аппаратный маникюр,,false,,,,,
8.1.3,8,Маникюр и ногтевой сервис,8.1,Маникюр,Комбинированный маникюр,,false,,,,,
8.1.4,8,Маникюр и ногтевой сервис,8.1,Маникюр,Европейский маникюр,,false,,,,,
8.1.5,8,Маникюр и ногтевой сервис,8.1,Маникюр,Пилочный маникюр,,false,,,,,
8.1.6,8,Маникюр и ногтевой сервис,8.1,Маникюр,Японский маникюр,,false,,,,,
8.1.7,8,Маникюр и ногтевой сервис,8.1,Маникюр,Бразильский маникюр,,false,,,,,
8.1.8,8,Маникюр и ногтевой сервис,8.1,Маникюр,Горячий маникюр,,false,,,,,
8.1.9,8,Маникюр и ногтевой сервис,8.1,Маникюр,SPA-маникюр,,false,,,,,
8.1.10,8,Маникюр и ногтевой сервис,8.1,Маникюр,Экспресс-маникюр,,false,,,,,
8.1.11,8,Маникюр и ногтевой сервис,8.1,Маникюр,Детский маникюр,,false,,,,,
8.1.12,8,Маникюр и ногтевой сервис,8.1,Маникюр,Мужской маникюр,,false,,,,,
8.1.13,8,Маникюр и ногтевой сервис,8.1,Маникюр,Медицинский маникюр,если есть специалист/лицензия,true,marker,,,,
8.1.14,8,Маникюр и ногтевой сервис,8.1,Маникюр,Маникюр без покрытия,,false,,,,,
8.1.15,8,Маникюр и ногтевой сервис,8.1,Маникюр,Маникюр с покрытием лаком,,false,,,,,
8.1.16,8,Маникюр и ногтевой сервис,8.1,Маникюр,Маникюр с покрытием гель-лак,,false,,,,,
8.1.17,8,Маникюр и ногтевой сервис,8.1,Маникюр,Маникюр с лечебным покрытием,,false,,,,,
8.1.18,8,Маникюр и ногтевой сервис,8.1,Маникюр,Маникюр с укреплением,,false,,,,,
8.1.19,8,Маникюр и ногтевой сервис,8.1,Маникюр,Маникюр в 4 руки,,false,,,,,
8.1.20,8,Маникюр и ногтевой сервис,8.1,Маникюр,Комплекс “снятие + маникюр + покрытие”,,false,,,,,
8.1.21,8,Маникюр и ногтевой сервис,8.1,Маникюр,Комплекс “маникюр + педикюр”,,false,,,,,
8.2.1,8,Маникюр и ногтевой сервис,8.2,Покрытия,Покрытие обычным лаком,,false,,,,,
8.2.2,8,Маникюр и ногтевой сервис,8.2,Покрытия,Покрытие гель-лак,,false,,,,,
8.2.3,8,Маникюр и ногтевой сервис,8.2,Покрытия,Покрытие Luxio,,false,,,,,
8.2.4,8,Маникюр и ногтевой сервис,8.2,Покрытия,Покрытие базой,,false,,,,,
8.2.5,8,Маникюр и ногтевой сервис,8.2,Покрытия,Камуфлирующее покрытие,,false,,,,,
8.2.6,8,Маникюр и ногтевой сервис,8.2,Покрытия,Покрытие френч,,false,,,,,
8.2.7,8,Маникюр и ногтевой сервис,8.2,Покрытия,Цветной френч,,false,,,,,
8.2.8,8,Маникюр и ногтевой сервис,8.2,Покрытия,Лунный френч,,false,,,,,
8.2.9,8,Маникюр и ногтевой сервис,8.2,Покрытия,Матовое покрытие,,false,,,,,
8.2.10,8,Маникюр и ногтевой сервис,8.2,Покрытия,Глянцевое покрытие,,false,,,,,
8.2.11,8,Маникюр и ногтевой сервис,8.2,Покрытия,Лечебное покрытие,,false,,,,,
8.2.12,8,Маникюр и ногтевой сервис,8.2,Покрытия,Выравнивание ногтевой пластины,,false,,,,,
8.2.13,8,Маникюр и ногтевой сервис,8.2,Покрытия,Укрепление базой,,false,,,,,
8.2.14,8,Маникюр и ногтевой сервис,8.2,Покрытия,Укрепление гелем,,false,,,,,
8.2.15,8,Маникюр и ногтевой сервис,8.2,Покрытия,Укрепление акриловой пудрой,,false,,,,,
8.2.16,8,Маникюр и ногтевой сервис,8.2,Покрытия,Укрепление полигелем,,false,,,,,
8.2.17,8,Маникюр и ногтевой сервис,8.2,Покрытия,Ремонт одного ногтя,,false,,,,,
8.2.18,8,Маникюр и ногтевой сервис,8.2,Покрытия,Донаращивание одного ногтя,,false,,,,,
8.2.19,8,Маникюр и ногтевой сервис,8.2,Покрытия,Снятие лака,,false,,,,,
8.2.20,8,Маникюр и ногтевой сервис,8.2,Покрытия,Снятие гель-лака,,false,,,,,
8.2.21,8,Маникюр и ногтевой сервис,8.2,Покрытия,Снятие геля,,false,,,,,
8.2.22,8,Маникюр и ногтевой сервис,8.2,Покрытия,Снятие акрила,,false,,,,,
8.2.23,8,Маникюр и ногтевой сервис,8.2,Покрытия,Снятие наращенных ногтей,,false,,,,,
8.3.1,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Наращивание ногтей гелем,,false,,,,,
8.3.2,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Наращивание ногтей акрилом,,false,,,,,
8.3.3,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Наращивание ногтей полигелем,,false,,,,,
8.3.4,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Наращивание на формы,,false,,,,,
8.3.5,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Наращивание на типсы,,false,,,,,
8.3.6,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Коррекция наращенных ногтей,,false,,,,,
8.3.7,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Моделирование ногтей,,false,,,,,
8.3.8,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Архитектура ногтей,,false,,,,,
8.3.9,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Удлинение ногтевого ложа,,false,,,,,
8.3.10,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Наращивание френч,,false,,,,,
8.3.11,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Наращивание одного ногтя,,false,,,,,
8.3.12,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Ремонт трещины,,false,,,,,
8.3.13,8,Маникюр и ногтевой сервис,8.3,Наращивание и моделирование ногтей,Ремонт скола,,false,,,,,
8.4.1,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Дизайн одного ногтя,,false,,,,,
8.4.2,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Дизайн всех ногтей,,false,,,,,
8.4.3,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Френч,,false,,,,,
8.4.4,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Лунный дизайн,,false,,,,,
8.4.5,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Омбре,,false,,,,,
8.4.6,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Градиент,,false,,,,,
8.4.7,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Стемпинг,,false,,,,,
8.4.8,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Слайдер-дизайн,,false,,,,,
8.4.9,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Фольга,,false,,,,,
8.4.10,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Втирка,,false,,,,,
8.4.11,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Блестки,,false,,,,,
8.4.12,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Стразы,,false,,,,,
8.4.13,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Рисунок вручную,,false,,,,,
8.4.14,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Геометрия,,false,,,,,
8.4.15,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Минималистичный дизайн,,false,,,,,
8.4.16,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Свадебный дизайн,,false,,,,,
8.4.17,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Сезонный дизайн,,false,,,,,
8.4.18,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,3D-дизайн,,false,,,,,
8.4.19,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Аквариумный дизайн,,false,,,,,
8.4.20,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Мраморный дизайн,,false,,,,,
8.4.21,8,Маникюр и ногтевой сервис,8.4,Дизайн ногтей,Кошачий глаз,,false,,,,,
8.5.1,8,Маникюр и ногтевой сервис,8.5,Уходы для рук,SPA-уход для рук,,false,,,,,
8.5.2,8,Маникюр и ногтевой сервис,8.5,Уходы для рук,Парафинотерапия рук,,false,,,,,
8.5.3,8,Маникюр и ногтевой сервис,8.5,Уходы для рук,Холодная парафинотерапия рук,,false,,,,,
8.5.4,8,Маникюр и ногтевой сервис,8.5,Уходы для рук,Маска для рук,,false,,,,,
8.5.5,8,Маникюр и ногтевой сервис,8.5,Уходы для рук,Скраб для рук,,false,,,,,
8.5.6,8,Маникюр и ногтевой сервис,8.5,Уходы для рук,Массаж рук,,false,,,,,
8.5.7,8,Маникюр и ногтевой сервис,8.5,Уходы для рук,Уход для кутикулы,,false,,,,,
8.5.8,8,Маникюр и ногтевой сервис,8.5,Уходы для рук,Восстановление ногтей,,false,,,,,
8.5.9,8,Маникюр и ногтевой сервис,8.5,Уходы для рук,Уход после снятия покрытия,,false,,,,,
8.5.10,8,Маникюр и ногтевой сервис,8.5,Уходы для рук,"Лечение/восстановление ломких ногтей, косметический уход",,false,,,,,
9.1.1,9,Педикюр и подология,9.1,Педикюр,Классический педикюр,,false,,,,,
9.1.2,9,Педикюр и подология,9.1,Педикюр,Аппаратный педикюр,,false,,,,,
9.1.3,9,Педикюр и подология,9.1,Педикюр,Комбинированный педикюр,,false,,,,,
9.1.4,9,Педикюр и подология,9.1,Педикюр,Европейский педикюр,,false,,,,,
9.1.5,9,Педикюр и подология,9.1,Педикюр,SMART-педикюр,,false,,,,,
9.1.6,9,Педикюр и подология,9.1,Педикюр,Кислотный педикюр,,false,,,,,
9.1.7,9,Педикюр и подология,9.1,Педикюр,SPA-педикюр,,false,,,,,
9.1.8,9,Педикюр и подология,9.1,Педикюр,Экспресс-педикюр,,false,,,,,
9.1.9,9,Педикюр и подология,9.1,Педикюр,Мужской педикюр,,false,,,,,
9.1.10,9,Педикюр и подология,9.1,Педикюр,Детский педикюр,,false,,,,,
9.1.11,9,Педикюр и подология,9.1,Педикюр,Педикюр без покрытия,,false,,,,,
9.1.12,9,Педикюр и подология,9.1,Педикюр,Педикюр с покрытием лаком,,false,,,,,
9.1.13,9,Педикюр и подология,9.1,Педикюр,Педикюр с покрытием гель-лак,,false,,,,,
9.1.14,9,Педикюр и подология,9.1,Педикюр,Педикюр только пальчики,,false,,,,,
9.1.15,9,Педикюр и подология,9.1,Педикюр,Обработка стоп,,false,,,,,
9.1.16,9,Педикюр и подология,9.1,Педикюр,Обработка пальцев,,false,,,,,
9.1.17,9,Педикюр и подология,9.1,Педикюр,Комплекс “снятие + педикюр + покрытие”,,false,,,,,
9.1.18,9,Педикюр и подология,9.1,Педикюр,Педикюр в 4 руки,,false,,,,,
9.2.1,9,Педикюр и подология,9.2,Подологические услуги,Подологический педикюр,,false,,,,,
9.2.2,9,Педикюр и подология,9.2,Подологические услуги,Медицинский педикюр,если есть специалист/лицензия,true,marker,,,,
9.2.3,9,Педикюр и подология,9.2,Подологические услуги,Обработка мозолей,,false,,,,,
9.2.4,9,Педикюр и подология,9.2,Подологические услуги,Обработка натоптышей,,false,,,,,
9.2.5,9,Педикюр и подология,9.2,Подологические услуги,Обработка трещин на пятках,,false,,,,,
9.2.6,9,Педикюр и подология,9.2,Подологические услуги,Обработка вросшего ногтя,,false,,,,,
9.2.7,9,Педикюр и подология,9.2,Подологические услуги,Установка коррекционной системы,,false,,,,,
9.2.8,9,Педикюр и подология,9.2,Подологические услуги,Титановая нить,,false,,,,,
9.2.9,9,Педикюр и подология,9.2,Подологические услуги,Скоба Фрезера,,false,,,,,
9.2.10,9,Педикюр и подология,9.2,Подологические услуги,Скоба ЗТО,,false,,,,,
9.2.11,9,Педикюр и подология,9.2,Подологические услуги,Тампонада,,false,,,,,
9.2.12,9,Педикюр и подология,9.2,Подологические услуги,Протезирование ногтевой пластины,,false,,,,,
9.2.13,9,Педикюр и подология,9.2,Подологические услуги,Зачистка ногтевой пластины,,false,,,,,
9.2.14,9,Педикюр и подология,9.2,Подологические услуги,"Обработка грибкового ногтя, в рамках компетенции",,false,,,,,
9.2.15,9,Педикюр и подология,9.2,Подологические услуги,Консультация подолога,,false,,,,,
9.2.16,9,Педикюр и подология,9.2,Подологические услуги,Разгрузка стопы,,false,,,,,
9.2.17,9,Педикюр и подология,9.2,Подологические услуги,Подбор домашнего ухода для стоп,,false,,,,,
9.3.1,9,Педикюр и подология,9.3,Уходы для ног,SPA-уход для ног,,false,,,,,
9.3.2,9,Педикюр и подология,9.3,Уходы для ног,Парафинотерапия ног,,false,,,,,
9.3.3,9,Педикюр и подология,9.3,Уходы для ног,Холодная парафинотерапия ног,,false,,,,,
9.3.4,9,Педикюр и подология,9.3,Уходы для ног,Маска для стоп,,false,,,,,
9.3.5,9,Педикюр и подология,9.3,Уходы для ног,Скраб для стоп,,false,,,,,
9.3.6,9,Педикюр и подология,9.3,Уходы для ног,Массаж стоп,,false,,,,,
9.3.7,9,Педикюр и подология,9.3,Уходы для ног,Увлажнение стоп,,false,,,,,
9.3.8,9,Педикюр и подология,9.3,Уходы для ног,Уход для пяток,,false,,,,,
9.3.9,9,Педикюр и подология,9.3,Уходы для ног,Уход после педикюра,,false,,,,,
10.1.1,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Женская стрижка,,false,,,,,
10.1.2,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Мужская стрижка,,false,,,,,
10.1.3,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Детская стрижка,,false,,,,,
10.1.4,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Подростковая стрижка,,false,,,,,
10.1.5,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Стрижка челки,,false,,,,,
10.1.6,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Стрижка кончиков,,false,,,,,
10.1.7,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Стрижка одним срезом,,false,,,,,
10.1.8,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Стрижка каре,,false,,,,,
10.1.9,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Стрижка каскад,,false,,,,,
10.1.10,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Стрижка пикси,,false,,,,,
10.1.11,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Стрижка боб,,false,,,,,
10.1.12,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Модельная стрижка,,false,,,,,
10.1.13,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Креативная стрижка,,false,,,,,
10.1.14,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Стрижка машинкой,,false,,,,,
10.1.15,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Оформление бороды,,false,,,,,
10.1.16,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Оформление усов,,false,,,,,
10.1.17,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Камуфляж седины для мужчин,,false,,,,,
10.1.18,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Мытье головы,,false,,,,,
10.1.19,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Сушка волос,,false,,,,,
10.1.20,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.1,Стрижки,Консультация стилиста,,false,,,,,
10.2.1,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Повседневная укладка,,false,,,,,
10.2.2,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Укладка на брашинг,,false,,,,,
10.2.3,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Укладка феном,,false,,,,,
10.2.4,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Укладка утюжком,,false,,,,,
10.2.5,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Укладка локоны,,false,,,,,
10.2.6,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Голливудская волна,,false,,,,,
10.2.7,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Объемная укладка,,false,,,,,
10.2.8,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Экспресс-укладка,,false,,,,,
10.2.9,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Вечерняя укладка,,false,,,,,
10.2.10,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Свадебная прическа,,false,,,,,
10.2.11,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Прическа для мероприятия,,false,,,,,
10.2.12,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Прическа на выпускной,,false,,,,,
10.2.13,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Прическа с плетением,,false,,,,,
10.2.14,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Косы,,false,,,,,
10.2.15,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Афрокосы,,false,,,,,
10.2.16,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Брейды,,false,,,,,
10.2.17,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Канекалон,,false,,,,,
10.2.18,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Детская прическа,,false,,,,,
10.2.19,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Репетиция свадебной прически,,false,,,,,
10.2.20,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.2,Укладки и прически,Выезд стилиста,,false,,,,,
10.3.1,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Окрашивание в один тон,,false,,,,,
10.3.2,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Окрашивание корней,,false,,,,,
10.3.3,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Тонирование волос,,false,,,,,
10.3.4,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Тонирование блонда,,false,,,,,
10.3.5,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Окрашивание седины,,false,,,,,
10.3.6,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Камуфляж седины,,false,,,,,
10.3.7,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Осветление корней,,false,,,,,
10.3.8,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Полное осветление,,false,,,,,
10.3.9,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Обесцвечивание,,false,,,,,
10.3.10,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Декапирование,,false,,,,,
10.3.11,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Смывка цвета,,false,,,,,
10.3.12,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Выход из черного,,false,,,,,
10.3.13,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Выход из темного,,false,,,,,
10.3.14,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Блондирование,,false,,,,,
10.3.15,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,AirTouch,,false,,,,,
10.3.16,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Шатуш,,false,,,,,
10.3.17,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Балаяж,,false,,,,,
10.3.18,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Омбре,,false,,,,,
10.3.19,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Сомбре,,false,,,,,
10.3.20,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Мелирование,,false,,,,,
10.3.21,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Калифорнийское мелирование,,false,,,,,
10.3.22,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Венецианское мелирование,,false,,,,,
10.3.23,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Брондирование,,false,,,,,
10.3.24,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Контуринг волос,,false,,,,,
10.3.25,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Сложное окрашивание,,false,,,,,
10.3.26,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Креативное окрашивание,,false,,,,,
10.3.27,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Цветное окрашивание,,false,,,,,
10.3.28,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Скрытое окрашивание,,false,,,,,
10.3.29,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Пиксельное окрашивание,,false,,,,,
10.3.30,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Растяжка цвета,,false,,,,,
10.3.31,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Рельефное окрашивание,,false,,,,,
10.3.32,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Окрашивание total blond,,false,,,,,
10.3.33,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Окрашивание прядей,,false,,,,,
10.3.34,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,Окрашивание челки,,false,,,,,
10.3.35,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.3,Окрашивание волос,"Окрашивание бровей у стилиста, если услуга в парикмахерском блоке",,false,,,,,
10.4.1,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Уход для волос,,false,,,,,
10.4.2,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Уход для сухих волос,,false,,,,,
10.4.3,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Уход для поврежденных волос,,false,,,,,
10.4.4,10,"Волосы: стрижки, окрашивание, уходы, укладки",10.4,Уходы и восстановление волос,Уход для окрашенных волос,,false,,,,,
